bigram,sadness,joy,love,anger,fear,surprise
him which,0.03945012763142586,0.12497614324092865,0.01152163464576006,0.7464011907577515,0.06568966060876846,0.011961194686591625
him or,0.041374679654836655,0.05780899524688721,0.004574187565594912,0.7786170244216919,0.11227628588676453,0.005348845850676298
him mad,0.0005342511576600373,0.0005507661262527108,0.0003002249577548355,0.9973852038383484,0.0009383977157995105,0.00029113623895682395
him it,0.012491604313254356,0.018634634092450142,0.0024600031320005655,0.9447646737098694,0.019355615600943565,0.0022934474982321262
him im,0.022319993004202843,0.03643111139535904,0.003180691273882985,0.873789370059967,0.060879986733198166,0.003398811211809516
him too,0.03151552751660347,0.06330782920122147,0.005868352018296719,0.8765743374824524,0.0195467546582222,0.0031871641986072063
him tonight,0.01740920916199684,0.05819442495703697,0.009261727333068848,0.8805856108665466,0.03199977055191994,0.0025493199937045574
him actually,0.018996821716427803,0.13494795560836792,0.0029639005661010742,0.697432279586792,0.13411830365657806,0.011540679261088371
him even,0.017409970983862877,0.03438945487141609,0.0034939709585160017,0.9213687181472778,0.019348978996276855,0.0039889574982225895
him much,0.02964574284851551,0.09045138210058212,0.008549676276743412,0.851967453956604,0.014872895553708076,0.0045127845369279385
him amazed,0.001359622459858656,0.0019041973864659667,0.0012561646290123463,0.0012313415063545108,0.0037937499582767487,0.9904548525810242
him later,0.09860638529062271,0.12805072963237762,0.009167399257421494,0.6695401072502136,0.0864066407084465,0.008228747174143791
him some,0.018440430983901024,0.042311493307352066,0.0040114931762218475,0.8984500765800476,0.03130418062210083,0.005482420325279236
unimportant so,0.998145580291748,0.00039452858618460596,0.00015537028957623988,0.0007587854051962495,0.0003873312962241471,0.00015841005370020866
unimportant or,0.9972860813140869,0.0006231041043065488,0.00018519334844313562,0.0008423255640082061,0.0008481272961944342,0.0002151741791749373
unimportant now,0.9982680082321167,0.00044831621926277876,0.00014867058780509979,0.0005958665278740227,0.00036617121077142656,0.00017299671890214086
unimportant to,0.9978006482124329,0.0004713840608019382,0.0001799037418095395,0.0007886235252954066,0.0005694374558515847,0.00019009543757420033
inadequate i,0.9982178807258606,0.00022278573305811733,0.00020784020307473838,0.000702348945196718,0.0004889005795121193,0.00016018032329156995
inadequate or,0.9932522177696228,0.0005696254665963352,0.00037080750917084515,0.0020137529354542494,0.0034134939778596163,0.0003800271078944206
inadequate it,0.9973191618919373,0.0002947443863376975,0.00025452088448219,0.0011602682061493397,0.0007628413732163608,0.00020850439614150673
inadequate about,0.997506320476532,0.0003031256201211363,0.0002937596582341939,0.0012057998683303595,0.0005043002893216908,0.00018679675122257322
inadequate for,0.9936383366584778,0.0005813441821373999,0.0004949253634549677,0.0034127843100577593,0.00152891397010535,0.00034360657446086407
inadequate physically,0.9970096349716187,0.0003128131211269647,0.000284841051325202,0.0007803807966411114,0.00134380126837641,0.0002684486098587513
inadequate as,0.9968850016593933,0.0003343516727909446,0.0003106150543317199,0.0013824597699567676,0.0008291113190352917,0.00025834253756329417
inadequate and,0.9965195655822754,0.00030582144972868264,0.0002608189533930272,0.0018943639006465673,0.0007867506938055158,0.00023254999541677535
very low,0.9472110271453857,0.004922264255583286,0.0009729715529829264,0.03304543346166611,0.013076174072921276,0.0007721497677266598
very awkward,0.9835770726203918,0.0015072482638061047,0.0003239904763177037,0.004633009433746338,0.009432564489543438,0.0005262158229015768
very timely,0.0014567584730684757,0.9911013841629028,0.001202235696837306,0.0034791657235473394,0.001798863522708416,0.0009616445167921484
very hard,0.040059421211481094,0.43430230021476746,0.008348536677658558,0.49100565910339355,0.02180391550064087,0.00448015658184886
very lonely,0.995927631855011,0.00047397526213899255,0.001098432345315814,0.0011077307863160968,0.0011413177708163857,0.0002510262420400977
very dull,0.9957761168479919,0.0009489069343544543,0.0003752985503524542,0.0022925902158021927,0.0002749142295215279,0.0003320820687804371
very crappy,0.9527662992477417,0.003140545915812254,0.0005605763872154057,0.0414002425968647,0.0010946337133646011,0.0010377028957009315
very therapeutic,0.004607520066201687,0.9832797050476074,0.0019171240273863077,0.007176960352808237,0.0022076403256505728,0.0008111129282042384
very inadequate,0.9980320334434509,0.0002851385797839612,0.00021259472123347223,0.0008100909763015807,0.000481394468806684,0.00017868717259261757
very whiney,0.9950957298278809,0.00039500300772488117,0.00020776154997292906,0.002754809334874153,0.0012969070812687278,0.00024979744921438396
very motivated,0.0035359703470021486,0.9377506375312805,0.0037391569931060076,0.05078444257378578,0.002793886000290513,0.001395864994265139
very very,0.01931925304234028,0.3001474440097809,0.00817343033850193,0.5039554834365845,0.16152772307395935,0.006876695901155472
very heartbroken,0.9983647465705872,0.0002628555230330676,0.0003459610161371529,0.0003252082096878439,0.0005772005533799529,0.00012383799185045063
very isolated,0.928866446018219,0.0018811806803569198,0.0009455440449528396,0.007333730813115835,0.05929228290915489,0.0016808052314445376
very grateful,0.0015383078716695309,0.9681698679924011,0.028727250173687935,0.0006568070384673774,0.00024919764837250113,0.0006585836526937783
very exciting,0.00039971896330825984,0.9977014660835266,0.0003238535427954048,0.00041207490721717477,0.0004428955726325512,0.0007199236424639821
very worried,0.0010446347296237946,0.0015197420725598931,0.0003594182198867202,0.03783935308456421,0.9586296677589417,0.0006071392563171685
very unfortunate,0.9950279593467712,0.0007207444868981838,0.0003237604396417737,0.002954588970169425,0.0005426526768133044,0.00043038243893533945
very small,0.08799129724502563,0.14626377820968628,0.007079161703586578,0.3404937982559204,0.4026854932308197,0.01548656914383173
very vain,0.9936031699180603,0.0007335615227930248,0.0003156974271405488,0.004555004648864269,0.0005640719900839031,0.00022857479052618146
very submissive,0.99793940782547,0.00041258972487412393,0.00022558806813322008,0.0007956296321935952,0.0004824011994060129,0.0001444336521672085
very little,0.06733720749616623,0.20839852094650269,0.007562790531665087,0.640385091304779,0.0705622211098671,0.0057541257701814175
very homesick,0.9989571571350098,0.00018723265384323895,0.0002172303356928751,0.00035579665564000607,0.00017868130817078054,0.00010395676508778706
very regretful,0.98630291223526,0.0041172862984240055,0.0008710677502676845,0.008051719516515732,0.0003841427096631378,0.00027277867775410414
very welcomed,0.00023483637778554112,0.9986764788627625,0.0005835316842421889,0.0001633790961932391,0.00014520584954880178,0.00019645431893877685
very festive,0.00027848704485222697,0.9987297654151917,0.0003840218123514205,0.00021427289175335318,0.00019016160513274372,0.0002032587508438155
very clever,0.0006710404995828867,0.9966064691543579,0.0005857847281731665,0.0009911671513691545,0.00043375484528951347,0.000711789121851325
very privileged,0.0007382319308817387,0.9967586398124695,0.0008556945831514895,0.0006647040718235075,0.00045779626816511154,0.0005249178502708673
very heavy,0.1297299712896347,0.12328524887561798,0.0047449213452637196,0.6838988065719604,0.054977331310510635,0.0033637213055044413
very nice,0.0019978440832346678,0.9401534199714661,0.048636745661497116,0.006603330373764038,0.0008937267120927572,0.001714963698759675
very out,0.012825516052544117,0.11011869460344315,0.0027793922927230597,0.8234957456588745,0.04797891527414322,0.002801768248900771
very passionate,0.0014052517944946885,0.7485576272010803,0.2448909878730774,0.0037230784073472023,0.000745130586437881,0.0006779253017157316
very honoured,0.000648564426228404,0.9968793392181396,0.0011358376359567046,0.00048241065815091133,0.0002929504553321749,0.0005609408835880458
very happy,0.000493707018904388,0.9984014630317688,0.00044233855442143977,0.00030009381589479744,0.00016971833247225732,0.000192655497812666
very encouraging,0.00043666103738360107,0.9970598816871643,0.0018366951262578368,0.00029878137866035104,0.00020737254817504436,0.00016043726645875722
very hopeful,0.00044893191079609096,0.9979068040847778,0.0005798955098725855,0.0004495587490964681,0.00037190280272625387,0.0002428793377475813
very optimistic,0.0005324139492586255,0.99812251329422,0.0004926043329760432,0.0003932738327421248,0.00028271626797504723,0.00017650355584919453
very well,0.0009183573420159519,0.9964717626571655,0.0005239948513917625,0.0008735451265238225,0.0006576744490303099,0.000554619706235826
very triumphant,0.00063559744739905,0.996752917766571,0.0006637592450715601,0.0009499347070232034,0.0004732097149826586,0.0005245182546786964
very blessed,0.001948624849319458,0.9279752969741821,0.06727246195077896,0.0009809202747419477,0.0006844743620604277,0.0011383162345737219
very active,0.0008291449048556387,0.9941748976707458,0.0008079697727225721,0.0027154963463544846,0.0010476441821083426,0.0004249229677952826
very pleasant,0.0004640362458303571,0.9984539747238159,0.0004901885986328125,0.00021710022701881826,0.00017662699974607676,0.00019808037905022502
very generous,0.0024845122825354338,0.5010589361190796,0.4914456903934479,0.0032020416110754013,0.0008081807172857225,0.0010006718803197145
very nostalgic,0.0008896535728126764,0.0012560989707708359,0.9948561191558838,0.0009307210566475987,0.0007744315662421286,0.0012929559452459216
very excited,0.000418598297983408,0.9965184926986694,0.0003777202218770981,0.0009122638148255646,0.0008273439598269761,0.0009454571991227567
very tender,0.006877633277326822,0.03185831010341644,0.8443030714988708,0.10038203746080399,0.012529078871011734,0.004049785900861025
very strongly,0.017585333436727524,0.6312664151191711,0.015592715702950954,0.2942090630531311,0.03925980627536774,0.0020867185667157173
very delicate,0.0014154353411868215,0.0017804206581786275,0.9897006750106812,0.0011189868673682213,0.0031858705915510654,0.0027985929045826197
very loved,0.0021730989683419466,0.003558554919436574,0.9917783141136169,0.001234444440342486,0.0006351543706841767,0.0006204721285030246
very supportive,0.0010475130984559655,0.0017994941445067525,0.9940495491027832,0.0016188845038414001,0.0006881439476273954,0.0007965867989696562
very least,0.04730738326907158,0.32112517952919006,0.006320343818515539,0.568314790725708,0.05245193839073181,0.004480305593460798
very hot,0.0012777528027072549,0.002842336194589734,0.9881014823913574,0.0049202837981283665,0.0012187485117465258,0.0016394354170188308
very sympathetic,0.0034931364934891462,0.003723612753674388,0.9536594748497009,0.03547378256917,0.0015831723576411605,0.0020668180659413338
very harmful,0.11996356397867203,0.0072253113612532616,0.002097155200317502,0.8665220141410828,0.003294982248917222,0.0008969369810074568
very much,0.03229348734021187,0.47715139389038086,0.009882201440632343,0.4266083240509033,0.04850662499666214,0.005557903554290533
very best,0.0015935045666992664,0.9950704574584961,0.001047814730554819,0.0014044280396774411,0.0005201848107390106,0.00036359511432237923
very proud,0.0005991593352518976,0.9977931976318359,0.0005763249355368316,0.0005131282960064709,0.00022401347814593464,0.00029421845101751387
very rude,0.0006447841878980398,0.0003322467382531613,0.0002925366861745715,0.9978874325752258,0.0006144751678220928,0.00022852803522255272
very angry,0.00046878395369276404,0.00034237714135088027,0.0002246515650767833,0.997956395149231,0.0008230046951211989,0.00018474538228474557
very envious,0.0006220584618858993,0.0003849341010209173,0.00035354914143681526,0.9977497458457947,0.0006520014721900225,0.00023758612223900855
very good,0.0008521939744241536,0.9971047043800354,0.0005366021068766713,0.0007724663591943681,0.0003826483152806759,0.00035153134376741946
very impatient,0.0004677393881138414,0.0003201098006684333,0.00022126252588350326,0.9977726340293884,0.0010328792268410325,0.00018528512737248093
very distracted,0.0005268424283713102,0.0003596775932237506,0.00022085623641032726,0.9976430535316467,0.001036137226037681,0.00021351863688323647
very bittersweet,0.0009712959872558713,0.001495078788138926,0.0038253983948379755,0.9921969175338745,0.0010089280549436808,0.0005024735000915825
very stressed,0.015747765079140663,0.0015351964393630624,0.0003500533930491656,0.9800013899803162,0.002148684114217758,0.0002169985236832872
very offended,0.0004741001466754824,0.00029309417004697025,0.00024516883422620595,0.9980181455612183,0.0007574476185254753,0.00021205110533628613
very apprehensive,0.0003032851964235306,0.0003055743873119354,0.00012641167268157005,0.0012033154489472508,0.9973015785217285,0.0007598213269375265
very alarmed,0.00031444901833310723,0.0005447844159789383,0.0001847700768848881,0.005436607636511326,0.9922965168952942,0.0012229194398969412
very telling,0.006498775910586119,0.9002111554145813,0.005120912101119757,0.06102714315056801,0.02116478979587555,0.005977126769721508
very distressed,0.0006150598055683076,0.00038642939762212336,0.00015670670836698264,0.0020253353286534548,0.9961865544319153,0.0006299287197180092
very trusted,0.0017802038928493857,0.9631643891334534,0.004220813047140837,0.014632746577262878,0.014921443536877632,0.0012802802957594395
very extremely,0.014812585897743702,0.43448469042778015,0.005131877493113279,0.4683482050895691,0.06951651722192764,0.007706035394221544
very mildly,0.003797709010541439,0.007515506353229284,0.0008116177632473409,0.9688716530799866,0.017857711762189865,0.0011458935914561152
very anxious,0.0007277817348949611,0.0005956094828434289,0.0001620714319869876,0.004618471954017878,0.9933918118476868,0.0005042807897552848
very displaced,0.31951647996902466,0.009806038811802864,0.0011806391412392259,0.07754094898700714,0.5876790285110474,0.00427688704803586
very distraught,0.0004349439695943147,0.00030103648896329105,0.00012378819519653916,0.0019207601435482502,0.9964739680290222,0.0007455283775925636
very vulnerable,0.0017004463588818908,0.0011578124249354005,0.0002837575739249587,0.001248526037670672,0.9949274063110352,0.0006820414564572275
very threatened,0.0015762464608997107,0.0019675190560519695,0.0003299818199593574,0.0035979379899799824,0.9918762445449829,0.0006520667811855674
very pretty,0.0016963565722107887,0.9920915365219116,0.0007773858378641307,0.0029493116308003664,0.0013806341448798776,0.0011047464795410633
very uncomfortable,0.0007562978425994515,0.0003934870765078813,0.0002740229247137904,0.004352915566414595,0.9929414987564087,0.0012818069662898779
very reluctant,0.0003883311292156577,0.00038722739554941654,0.00024448716430924833,0.0015741274692118168,0.9965805411338806,0.0008253279374912381
very provocative,0.0013776076957583427,0.008027978241443634,0.001971484860405326,0.977501630783081,0.00978656392544508,0.0013347876956686378
very alive,0.0019798418506979942,0.9799742698669434,0.0014162407023832202,0.005948708858340979,0.008347979746758938,0.0023329274263232946
very weird,0.0018037031404674053,0.002068381756544113,0.0010450751287862659,0.0021771446336060762,0.6531829833984375,0.33972272276878357
very things,0.020543165504932404,0.0664692297577858,0.00513805216178298,0.8397136926651001,0.06444412469863892,0.0036917587276548147
very end,0.03945289924740791,0.17523658275604248,0.0064745401032269,0.7122293710708618,0.06225466728210449,0.004351976793259382
very socially,0.02697850950062275,0.5956119298934937,0.006124133709818125,0.3473376929759979,0.02134786546230316,0.0025998379569500685
very day,0.06049253046512604,0.34007251262664795,0.005392341874539852,0.527005136013031,0.06205461174249649,0.004982789047062397
very crowded,0.04601456969976425,0.021181417629122734,0.00174136518035084,0.5702658891677856,0.35195016860961914,0.008846553973853588
very impressed,0.0013181412359699607,0.0020741962362080812,0.00156010955106467,0.0017977533861994743,0.004117473494261503,0.9891323447227478
very shocked,0.0011852208990603685,0.001745965681038797,0.0012578526511788368,0.0018062861636281013,0.00861472636461258,0.9853899478912354
very special,0.0007170221651904285,0.9948685169219971,0.0005028435261920094,0.0008874445338733494,0.0008092998759821057,0.0022148210555315018
very stunned,0.0013044283259660006,0.0019514348823577166,0.0011952100321650505,0.0016875341534614563,0.011426281183958054,0.9824351668357849
very curious,0.0008537135436199605,0.0017742887139320374,0.001233308226801455,0.0008564078016206622,0.010468135587871075,0.9848141074180603
very incredibly,0.005823980551213026,0.9446796774864197,0.002788744168356061,0.027818279340863228,0.012779636308550835,0.006109713111072779
very delighted,0.00031838868744671345,0.9980981945991516,0.00048159787547774613,0.00030411791522055864,0.00022209252347238362,0.000575551763176918
very norma,0.0466357097029686,0.36429208517074585,0.013706637546420097,0.4649627208709717,0.10523197799921036,0.005170832853764296
low already,0.8004446029663086,0.004578990861773491,0.0010707632172852755,0.18721702694892883,0.005950589198619127,0.000737985479645431
low about,0.5653006434440613,0.008197511546313763,0.002287083538249135,0.40926048159599304,0.013632668182253838,0.0013216587249189615
low self,0.9740731716156006,0.002091458532959223,0.000515415333211422,0.021750742569565773,0.0012305203126743436,0.00033877132227644324
low i,0.9417204260826111,0.0018974288832396269,0.0007371011888608336,0.05324123427271843,0.0019780376460403204,0.00042568781645968556
low and,0.4752518832683563,0.005862956400960684,0.0018009162740781903,0.5060201287269592,0.009921158663928509,0.0011430128943175077
low it,0.4071939289569855,0.005192645359784365,0.0015266414266079664,0.574600338935852,0.01035737432539463,0.001129031297750771
low confidence,0.7163922190666199,0.040747541934251785,0.0023780118208378553,0.0635758638381958,0.1748020052909851,0.002104430226609111
low this,0.8939800262451172,0.0028755320236086845,0.0008406204869970679,0.09683745354413986,0.004753595683723688,0.0007128105498850346
low at,0.4126942753791809,0.008244289085268974,0.0027136558201164007,0.5511630773544312,0.023267442360520363,0.001917305402457714
already i,0.037292517721652985,0.03796035051345825,0.0021107790526002645,0.8490057587623596,0.07164808362722397,0.001982610672712326
already exhausted,0.9940088987350464,0.0013943878002464771,0.0002525630407035351,0.001455760677345097,0.0025836543645709753,0.00030485697789117694
already feeling,0.036724239587783813,0.6580665111541748,0.026029547676444054,0.004187478683888912,0.26021841168403625,0.014773817732930183
already missed,0.9963894486427307,0.0004907933180220425,0.00024158786982297897,0.0012207221006974578,0.0013852466363459826,0.0002722731442190707
already had,0.03309619054198265,0.1637691706418991,0.004114547744393349,0.6532360315322876,0.1403641551733017,0.0054198927246034145
already went,0.03393808752298355,0.3978525698184967,0.0046849907375872135,0.4482971429824829,0.1092536449432373,0.005973536986857653
already taken,0.02191401645541191,0.027403634041547775,0.003250766545534134,0.8203637599945068,0.12470217794179916,0.0023656829725950956
already have,0.03443304821848869,0.5437774062156677,0.00595400296151638,0.342142790555954,0.06830063462257385,0.005392151419073343
already did,0.0319284163415432,0.1381441205739975,0.003577873110771179,0.6576889157295227,0.16234996914863586,0.006310692057013512
already do,0.048194799572229385,0.4808899164199829,0.007920478470623493,0.36655479669570923,0.08951913565397263,0.006920892279595137
already after,0.03080650605261326,0.07953260838985443,0.0035591009072959423,0.340036004781723,0.5402545928955078,0.005811189766973257
already feel,0.004376968368887901,0.9899452328681946,0.0016010705148801208,0.0010423468193039298,0.0025736980605870485,0.0004605941066984087
already devoted,0.0017202254384756088,0.004012632183730602,0.9886011481285095,0.0039877151139080524,0.0005054586799815297,0.0011728167301043868
already but,0.03960490971803665,0.05187156796455383,0.003469915362074971,0.7606642842292786,0.14079780876636505,0.0035914622712880373
already battered,0.05888856202363968,0.003843016689643264,0.00210705678910017,0.1897486299276352,0.7395941019058228,0.005818634293973446
already felt,0.008405602537095547,0.9526813626289368,0.0033048514742404222,0.010099521838128567,0.024207986891269684,0.0013005685759708285
already deep,0.05220727249979973,0.27359238266944885,0.015275209210813046,0.3498120605945587,0.29975536465644836,0.009357692673802376
already passed,0.05819334089756012,0.3437064588069916,0.004604358691722155,0.5323836207389832,0.05438588932156563,0.006726250518113375
already a,0.04408381134271622,0.1487925797700882,0.006102223880589008,0.6253514289855957,0.16700461506843567,0.00866531953215599
horrible they,0.9277763962745667,0.0020074876956641674,0.0012153631541877985,0.06649914383888245,0.0011775109451264143,0.001324055134318769
horrible about,0.8077249526977539,0.0029674454126507044,0.0018583748023957014,0.18389379978179932,0.0016036236193031073,0.0019518804037943482
horrible because,0.8730852007865906,0.002112646820023656,0.0013520963257178664,0.11958292871713638,0.002190016908571124,0.0016771452501416206
horrible having,0.9768751859664917,0.0010907016694545746,0.000751784595195204,0.019462892785668373,0.0010043606162071228,0.0008150278008542955
horrible i,0.9447028636932373,0.001666200696490705,0.0009932798566296697,0.05050063878297806,0.00101654848549515,0.001120376749895513
horrible anxiety,0.9552965760231018,0.001728035043925047,0.0005756660248152912,0.032056502997875214,0.009479129686951637,0.0008641041931696236
horrible tragedy,0.9731007218360901,0.0022247829474508762,0.0009511549724265933,0.020661398768424988,0.0018879303243011236,0.0011740694753825665
again and,0.03534775972366333,0.13777387142181396,0.008874322287738323,0.7190038561820984,0.09005020558834076,0.008950076065957546
again personifying,0.01727793551981449,0.5500359535217285,0.004102179780602455,0.3823254108428955,0.040624842047691345,0.005633718799799681
again in,0.05778473615646362,0.15099388360977173,0.009626242332160473,0.62068772315979,0.1485891044139862,0.012318256311118603
again i,0.028503259643912315,0.06722802668809891,0.003405233845114708,0.8721415400505066,0.026160240173339844,0.0025616446509957314
again after,0.06930346041917801,0.13864818215370178,0.009492914192378521,0.5981718897819519,0.1733333170413971,0.011050195433199406
again saying,0.00757311936467886,0.011593165807425976,0.0013760706642642617,0.9685696363449097,0.009879452176392078,0.0010085878893733025
again a,0.04202907904982567,0.13111403584480286,0.00891539454460144,0.7191533446311951,0.08958102017641068,0.009207203052937984
again im,0.047467831522226334,0.13491740822792053,0.007693151477724314,0.7281014323234558,0.07498566806316376,0.0068345325998961926
again per,0.041065510362386703,0.18416643142700195,0.008366898633539677,0.6766145825386047,0.08116704225540161,0.008619511500000954
again he,0.028081733733415604,0.052880410104990005,0.0045291464775800705,0.8735371828079224,0.03696901723742485,0.0040025170892477036
again for,0.06905719637870789,0.2362596094608307,0.01710687018930912,0.6228391528129578,0.04340624436736107,0.01133091002702713
again this,0.025607537478208542,0.10256341844797134,0.004956625867635012,0.7966050505638123,0.06381655484437943,0.006450833287090063
again is,0.04024063050746918,0.1439986526966095,0.005817295517772436,0.7290694713592529,0.07432720810174942,0.006546698976308107
again then,0.0465109646320343,0.12275546789169312,0.011301211081445217,0.6581758856773376,0.14957669377326965,0.011679709888994694
again last,0.07999633252620697,0.2222265601158142,0.008829761296510696,0.6088001728057861,0.07277362793684006,0.007373531349003315
again now,0.036688968539237976,0.1200607419013977,0.008072302676737309,0.7532183527946472,0.0737665593624115,0.008193005807697773
again its,0.03649081662297249,0.16950581967830658,0.007066664751619101,0.6911371350288391,0.08365365862846375,0.012145958840847015
again blessed,0.002489222912117839,0.9259569644927979,0.06816411018371582,0.0013747260672971606,0.0007553249597549438,0.001259685610421002
again although,0.03612183779478073,0.0996595248579979,0.004607324488461018,0.8206668496131897,0.035241033881902695,0.003703442169353366
again re,0.054679520428180695,0.28159254789352417,0.006807213649153709,0.5919438004493713,0.05839594453573227,0.006580961402505636
again esp,0.014856779016554356,0.683599591255188,0.00575488293543458,0.26883089542388916,0.023955147713422775,0.0030027020256966352
again simply,0.03142402693629265,0.23137065768241882,0.004845503251999617,0.6333617568016052,0.09143691509962082,0.007561170496046543
again the,0.038146354258060455,0.0986252874135971,0.008137019351124763,0.7646639943122864,0.0817030817270279,0.008724312297999859
again when,0.021285824477672577,0.02970707230269909,0.003676854306831956,0.8225182890892029,0.11852609366178513,0.004285839386284351
again she,0.0458267442882061,0.06943031400442123,0.006269661709666252,0.8210113644599915,0.052144791930913925,0.00531709473580122
again feeling,0.02776394598186016,0.8468755483627319,0.019079046323895454,0.0046577597968280315,0.07709459215402603,0.02452900819480419
again though,0.07665176689624786,0.13734199106693268,0.008323116227984428,0.711902379989624,0.05761747807264328,0.008163230493664742
again about,0.023976696655154228,0.05167773365974426,0.005901769269257784,0.8340913653373718,0.07876421511173248,0.005588271655142307
personifying an,0.03195425868034363,0.42677250504493713,0.006102626211941242,0.4266888201236725,0.10131234675645828,0.0071694208309054375
an act,0.01150143425911665,0.025921251624822617,0.002054366748780012,0.9247697591781616,0.033660389482975006,0.002092788927257061
an unstable,0.3327089846134186,0.00701058330014348,0.0009990520775318146,0.02872510254383087,0.6287019848823547,0.0018542470643296838
an emotional,0.9922772645950317,0.0006250492297112942,0.0006226777331903577,0.002659180434420705,0.0036473858635872602,0.000168480837601237
an idiot,0.004118474666029215,0.001324849552474916,0.0002614895929582417,0.9911482334136963,0.0028228210285305977,0.00032405342790298164
an ungrateful,0.9982587695121765,0.00046936128637753427,0.00021283513342496008,0.0007276108372025192,0.00018036658002529293,0.0001510389120085165
an hour,0.05083440989255905,0.059601668268442154,0.0032107995357364416,0.6020140647888184,0.27707523107528687,0.007263795007020235
an opportunity,0.004858587868511677,0.9660876989364624,0.0024731922894716263,0.021215355023741722,0.0036998074501752853,0.0016653707716614008
an ebayed,0.02666500210762024,0.04136194288730621,0.0022867629304528236,0.23141688108444214,0.6842899322509766,0.013979503884911537
an old,0.1442876011133194,0.10275533050298691,0.00503205182030797,0.6798893213272095,0.0604906901717186,0.007544997148215771
an amplified,0.009557122364640236,0.8950685858726501,0.002364435000345111,0.04733607545495033,0.039993297308683395,0.005680407863110304
an entire,0.025038888677954674,0.04359808564186096,0.0023282321635633707,0.8488718271255493,0.07530444115400314,0.0048585738986730576
an explorer,0.011950738728046417,0.12980636954307556,0.003798483870923519,0.7086993455886841,0.13953052461147308,0.0062145451083779335
an illusion,0.01632835902273655,0.06777521967887878,0.0029284569900482893,0.10725366324186325,0.7865785956382751,0.019135721027851105
an extremely,0.015552207827568054,0.21214883029460907,0.004303267691284418,0.7127333283424377,0.0464501716196537,0.008812285028398037
an edge,0.024995993822813034,0.06407675892114639,0.005921018775552511,0.8132734298706055,0.08722987025976181,0.004502895288169384
an horror,0.007199279498308897,0.003915267065167427,0.0010708895279094577,0.024340609088540077,0.9439511895179749,0.019522782415151596
an intelligent,0.000614588672760874,0.9967005848884583,0.00047832520795054734,0.0009904821636155248,0.0005888774176128209,0.0006270612357184291
an entirely,0.03891211003065109,0.17861084640026093,0.004844520706683397,0.7004368901252747,0.07139914482831955,0.005796451587229967
an exciting,0.000385382300009951,0.9979473948478699,0.000302681204630062,0.0003899250295944512,0.0003828125190921128,0.0005919064860790968
an impostor,0.005017951596528292,0.022959640249609947,0.001888766884803772,0.8385003209114075,0.129541277885437,0.0020920000970363617
an easy,0.0033344256225973368,0.9861137270927429,0.0009455478866584599,0.006644597742706537,0.001993281301110983,0.00096846220549196
an overall,0.032419297844171524,0.25316014885902405,0.007233178708702326,0.515696108341217,0.18290996551513672,0.008581358939409256
an on,0.019253408536314964,0.04051461070775986,0.002933523152023554,0.8293600082397461,0.1044078916311264,0.0035305155906826258
an apron,0.012166072614490986,0.015557861886918545,0.001723781693726778,0.9304690361022949,0.03868018090724945,0.0014030667953193188
an auster,0.03127347305417061,0.20515350997447968,0.004167411010712385,0.7173686623573303,0.03896644711494446,0.0030704964883625507
an organization,0.023530857637524605,0.17130059003829956,0.006350911688059568,0.7354126572608948,0.058237504214048386,0.005167488940060139
an essential,0.001615371322259307,0.9935557246208191,0.0009372311760671437,0.0021360148675739765,0.0011639789445325732,0.00059176841750741
an eye,0.027001384645700455,0.043350957334041595,0.005148470867425203,0.7671082019805908,0.1497560292482376,0.007634946145117283
an army,0.011067862622439861,0.016824889928102493,0.001902261865325272,0.9373401999473572,0.031182337552309036,0.001682506874203682
an inclusive,0.0014339688932523131,0.9862844944000244,0.00474795326590538,0.0062536196783185005,0.0008082592394202948,0.0004717138654086739
an association,0.02803819626569748,0.33912327885627747,0.012361322529613972,0.5653759837150574,0.048989128321409225,0.00611211359500885
an sls,0.02457868866622448,0.058037783950567245,0.004396324511617422,0.6776576042175293,0.23062415421009064,0.0047054411843419075
an extension,0.047621212899684906,0.22908295691013336,0.00845152884721756,0.5555852055549622,0.14970716834068298,0.009551962837576866
an oil,0.02285885438323021,0.06891407072544098,0.003775546560063958,0.7141766548156738,0.18425045907497406,0.006024411413818598
an airport,0.03243012726306915,0.12752044200897217,0.00472293421626091,0.5714298486709595,0.25897717475891113,0.004919472616165876
an explanation,0.024429872632026672,0.10862164199352264,0.0038347006775438786,0.787141740322113,0.07108723372220993,0.0048848409205675125
an ache,0.908114492893219,0.003595203859731555,0.002952416893094778,0.07857172936201096,0.005856786388903856,0.0009093433036468923
an unwelcome,0.9984170198440552,0.0003619692288339138,0.00019922544015571475,0.0006088202353566885,0.0002583061286713928,0.00015475379768759012
an open,0.025119010359048843,0.1505862921476364,0.007310430519282818,0.698433518409729,0.11379676312208176,0.004753908608108759
an ear,0.020156437531113625,0.03774503618478775,0.005120467860251665,0.8358855247497559,0.09673171490430832,0.00436078617349267
an abyss,0.09112993627786636,0.029514577239751816,0.005042731761932373,0.6869438886642456,0.1819721758365631,0.005396709777414799
an angel,0.01933916099369526,0.11840825527906418,0.00730858463793993,0.6173609495162964,0.2304956614971161,0.007087338250130415
an instant,0.034638892859220505,0.38731127977371216,0.006328435614705086,0.450981467962265,0.10876905173063278,0.011970868334174156
an attempt,0.008192939683794975,0.011027532629668713,0.0014350232668220997,0.8983174562454224,0.0792885273694992,0.0017385006649419665
